attribute_concept,masked_display_value,value_hash,global_frequency,frequency_by_source,source_count,rule2_status,reason,profiling_transformation,affected_records,potential_pair_incidences
last_name,R***,02aad37c3002d63563301b955dc512cf8521585a63d53a727f315615bdd50a8f,239,"{""app_users"": 153, ""store_customers"": 86}",2,worthless,Observed on 239 physical records; strict Rule 2 threshold is greater than 40.,trim only,239,28441
first_name,B***,4e76887204b32ef39fbae0786deb8ebcae2caf7be30a9ad678c7730d7768b484,238,"{""app_users"": 142, ""store_customers"": 96}",2,worthless,Observed on 238 physical records; strict Rule 2 threshold is greater than 40.,trim only,238,28203
first_name,S***,c692386fdfac145936b48da042d5d0450c782e7ca084f6cec63275ce2b1f887f,238,"{""app_users"": 133, ""store_customers"": 105}",2,worthless,Observed on 238 physical records; strict Rule 2 threshold is greater than 40.,trim only,238,28203
first_name,L***,fb3d7bb1d1a5e9200fcc92ce7b3bfac5df2de589b56e697faacd1259f745099d,238,"{""app_users"": 138, ""store_customers"": 100}",2,worthless,Observed on 238 physical records; strict Rule 2 threshold is greater than 40.,trim only,238,28203
last_name,V***,068f513144aa54e61903b7f503a9e7d00687805809ab1bbc34b01d369ed5a957,238,"{""app_users"": 145, ""store_customers"": 93}",2,worthless,Observed on 238 physical records; strict Rule 2 threshold is greater than 40.,trim only,238,28203
last_name,K***,99579e693df60c964d2800acdee5b3fbb5c2b799257b5b3a24217ab769e06d64,238,"{""app_users"": 137, ""store_customers"": 101}",2,worthless,Observed on 238 physical records; strict Rule 2 threshold is greater than 40.,trim only,238,28203
first_name,K***,5e4de148e91bf54fc987028cccb211bbf5f542d47af0cde5fce19968555c18ed,237,"{""app_users"": 139, ""store_customers"": 98}",2,worthless,Observed on 237 physical records; strict Rule 2 threshold is greater than 40.,trim only,237,27966
first_name,P***,a948f3276341177a40c1af97618664bba5465c3fdc457f89e8aadbc98d9f0d61,237,"{""app_users"": 136, ""store_customers"": 101}",2,worthless,Observed on 237 physical records; strict Rule 2 threshold is greater than 40.,trim only,237,27966
last_name,P***,355835216353894167b86f480b0d9e3413c0b970a0f543ae9d8302d0fc80ee99,237,"{""app_users"": 133, ""store_customers"": 104}",2,worthless,Observed on 237 physical records; strict Rule 2 threshold is greater than 40.,trim only,237,27966
last_name,K***,a8b30556c397a83784e1b8c0bb57961eb43a0d5143df2430b79d8eddc9cf4944,237,"{""app_users"": 135, ""store_customers"": 102}",2,worthless,Observed on 237 physical records; strict Rule 2 threshold is greater than 40.,trim only,237,27966
first_name,L***,7c21d241af33a26c2febb3654a943b5ea49df3b86ea2430517b39e817bcf83c0,236,"{""app_users"": 140, ""store_customers"": 96}",2,worthless,Observed on 236 physical records; strict Rule 2 threshold is greater than 40.,trim only,236,27730
first_name,W***,a5bac75aacd77bb5d9412a852ea9931761511605e2eb978868bc68bd0d06023f,236,"{""app_users"": 127, ""store_customers"": 109}",2,worthless,Observed on 236 physical records; strict Rule 2 threshold is greater than 40.,trim only,236,27730
first_name,C***,bc3cec4651066060c913f8baf21d64c65d2d841e26ef619eaf6bb94a25e0d293,236,"{""app_users"": 142, ""store_customers"": 94}",2,worthless,Observed on 236 physical records; strict Rule 2 threshold is greater than 40.,trim only,236,27730
last_name,L***,1f6c6381f5c51cf2ba241ed60a0eeaf4ac18871daca387ea07f5e7100c5f9995,236,"{""app_users"": 136, ""store_customers"": 100}",2,worthless,Observed on 236 physical records; strict Rule 2 threshold is greater than 40.,trim only,236,27730
last_name,G***,276027d615bf05fee896a01d53c582d649ff76b4757cf0e32dd6cd8558f50136,236,"{""app_users"": 156, ""store_customers"": 80}",2,worthless,Observed on 236 physical records; strict Rule 2 threshold is greater than 40.,trim only,236,27730
last_name,N***,82a262336fa6f713824d1ddb24806cd0d727ce29affcb4f57e18b3aed3c096bb,236,"{""app_users"": 135, ""store_customers"": 101}",2,worthless,Observed on 236 physical records; strict Rule 2 threshold is greater than 40.,trim only,236,27730
first_name,K***,0a972373f9310966df75ed8af7f0ffb2cc9762f353b45a7c7c4faa73c7c177d7,235,"{""app_users"": 127, ""store_customers"": 108}",2,worthless,Observed on 235 physical records; strict Rule 2 threshold is greater than 40.,trim only,235,27495
first_name,R***,7e9a02689f8e3bfe44770b787398c6568d31139b979f8bdae9b84f42b64a275c,235,"{""app_users"": 117, ""store_customers"": 118}",2,worthless,Observed on 235 physical records; strict Rule 2 threshold is greater than 40.,trim only,235,27495
first_name,R***,acf550c40b6d27ad6dc81048a71f756eb533669ef2b454c8ab89eceb30a552b8,235,"{""app_users"": 142, ""store_customers"": 93}",2,worthless,Observed on 235 physical records; strict Rule 2 threshold is greater than 40.,trim only,235,27495
last_name,D***,84153451aefe392c65c4af3098e5db889cad3163d5ecc82044ce2c07fc93aa83,235,"{""app_users"": 140, ""store_customers"": 95}",2,worthless,Observed on 235 physical records; strict Rule 2 threshold is greater than 40.,trim only,235,27495
last_name,B***,c67e852edfe21636d1b9e606d341ea2c398381d8fc191763bcd715c56494ee2b,235,"{""app_users"": 138, ""store_customers"": 97}",2,worthless,Observed on 235 physical records; strict Rule 2 threshold is greater than 40.,trim only,235,27495
first_name,W***,7c88131566fa333156d7eddae4a4140bdab2aeedcc8a736bf244dc8a23b7e9ee,234,"{""app_users"": 131, ""store_customers"": 103}",2,worthless,Observed on 234 physical records; strict Rule 2 threshold is greater than 40.,trim only,234,27261
first_name,P***,f65537c4c30ea6553e806942bb39f69e96c836278fa16c38c8d4eaec5ce1fe56,234,"{""app_users"": 128, ""store_customers"": 106}",2,worthless,Observed on 234 physical records; strict Rule 2 threshold is greater than 40.,trim only,234,27261
last_name,R***,5d81b2c4c1a282930063dc278e75faf12a8dc287076d2010e14bae191501bc6e,234,"{""app_users"": 136, ""store_customers"": 98}",2,worthless,Observed on 234 physical records; strict Rule 2 threshold is greater than 40.,trim only,234,27261
last_name,T***,83de382fcc4ec613cd01683341f0d739602dea8e39a7e326390c1d417ff7845f,234,"{""app_users"": 119, ""store_customers"": 115}",2,worthless,Observed on 234 physical records; strict Rule 2 threshold is greater than 40.,trim only,234,27261
last_name,K***,bd895eb58a3ab56e27c003e3ec14d15c75944cb39ae280585dbccd393fd7e2ad,234,"{""app_users"": 137, ""store_customers"": 97}",2,worthless,Observed on 234 physical records; strict Rule 2 threshold is greater than 40.,trim only,234,27261
first_name,T***,1bdc6c1fcac13b9e0590165252b1d4f7a4e23485d3de47149946f80bf5e35247,233,"{""app_users"": 128, ""store_customers"": 105}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
first_name,B***,2c5ca6fd95e78ccae8bfd269b9a2871af82e52e55c91fd9229a076f90378dde6,233,"{""app_users"": 142, ""store_customers"": 91}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
first_name,D***,7cbc7a2f5f0b728ee19e37427a24c6a5676b7b2b72094dd37c827015dbe18998,233,"{""app_users"": 125, ""store_customers"": 108}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
last_name,M***,2b2d97f7b52cf38437d90b415f919b323482f11182734fb1b2969400553e50b1,233,"{""app_users"": 141, ""store_customers"": 92}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
last_name,Y***,5326863db02ffbda7b4228a41b5a9867029fa6f5347643fab5460f345178ac10,233,"{""app_users"": 131, ""store_customers"": 102}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
last_name,T***,7a18118b7d2e082317ff7c6982756b0611a67467b489f2b777f6e23acbb7514b,233,"{""app_users"": 126, ""store_customers"": 107}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
last_name,R***,e879166b54ec291c85b59d25946ab779c5b69ba337cf14926cb6255436f98bcb,233,"{""app_users"": 145, ""store_customers"": 88}",2,worthless,Observed on 233 physical records; strict Rule 2 threshold is greater than 40.,trim only,233,27028
first_name,G***,3b1090d6d348544718c45c0e65a2035af719de979c2909e43b05faa88aeff64f,232,"{""app_users"": 130, ""store_customers"": 102}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
first_name,B***,5f041ecdfdc910ba3adc68b2c1db950eac48567f697b907a0ecadf40df9c47ad,232,"{""app_users"": 134, ""store_customers"": 98}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
first_name,V***,6b0daab57f030a955025d705513725450dee944d90bfd02e27fd878be5f4f610,232,"{""app_users"": 124, ""store_customers"": 108}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
first_name,Q***,b78b7aad3ca5a8fb6c882332ceb5ad90d2cb2bee31c00f8066423e0ee2214799,232,"{""app_users"": 139, ""store_customers"": 93}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
first_name,S***,ef329f1ea7bbab39cd06c0ce120e1b0f6b0dc969199f602891633f0a467fdaa9,232,"{""app_users"": 128, ""store_customers"": 104}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
last_name,K***,11a7553d6e3d819116f8ea5d5f196b45b00220e167429640a16bb74fd9405a12,232,"{""app_users"": 133, ""store_customers"": 99}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
last_name,P***,9e0c146621e8bb7ab4a136b27187d1ca5bcd690a240020df358f1eae33441a3c,232,"{""app_users"": 138, ""store_customers"": 94}",2,worthless,Observed on 232 physical records; strict Rule 2 threshold is greater than 40.,trim only,232,26796
first_name,S***,3a194df4c4e55a4a84f90247d825650546e0880a8f34fcd37611cb05a9690c44,231,"{""app_users"": 137, ""store_customers"": 94}",2,worthless,Observed on 231 physical records; strict Rule 2 threshold is greater than 40.,trim only,231,26565
first_name,F***,6d931e80035547f41b851614f121a8658f37945dd3d6adf4488cbd9442af8e1e,231,"{""app_users"": 135, ""store_customers"": 96}",2,worthless,Observed on 231 physical records; strict Rule 2 threshold is greater than 40.,trim only,231,26565
first_name,S***,abc0fe63528a49d83fd6e6fdc2f629f35923ddb721f95cc271a215f8d16d1702,231,"{""app_users"": 138, ""store_customers"": 93}",2,worthless,Observed on 231 physical records; strict Rule 2 threshold is greater than 40.,trim only,231,26565
first_name,C***,ce434662f280c26effd2091cf055c45e5f983fef782b26dc4fff26f6b5594b83,231,"{""app_users"": 129, ""store_customers"": 102}",2,worthless,Observed on 231 physical records; strict Rule 2 threshold is greater than 40.,trim only,231,26565
last_name,V***,feb710caf504092fd6a68bea386afa9c110deecea1f2e3ab3902e684f36e8c22,231,"{""app_users"": 124, ""store_customers"": 107}",2,worthless,Observed on 231 physical records; strict Rule 2 threshold is greater than 40.,trim only,231,26565
first_name,Y***,051421c4ef608d7942d97e7d6f39aa4bdbad032a95d00689f1a2c9fb284ea376,230,"{""app_users"": 129, ""store_customers"": 101}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,J***,359f5f79c5f8632d6633ecc02bac532745d25e2ceff34e991342107fbdaa73b4,230,"{""app_users"": 124, ""store_customers"": 106}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,Y***,44d5c12a99389d810c72d7ef60b5215a663c956892961210cde695b18440dcf4,230,"{""app_users"": 147, ""store_customers"": 83}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,P***,54c5bd75ea4dc0242e5de6480068ded37c2163926e2ceea3e028f58233d411d0,230,"{""app_users"": 121, ""store_customers"": 109}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,Y***,5deaa1c4b06b6da4cbdb526eeb7356ad7ef0f135317b3ed317574f592a0cd7ae,230,"{""app_users"": 138, ""store_customers"": 92}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,J***,b8e9ca0937dd5a3b5c61e4468904fb5c505b16e93d607b9d7c8219d9e3dc7981,230,"{""app_users"": 125, ""store_customers"": 105}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,T***,de74fd7625b24c10417235fde4b214e2a0ea24adc1d2412e90f2e192ba59874a,230,"{""app_users"": 135, ""store_customers"": 95}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,R***,e48960480d6b2bfdc191c1980245e7051a3e33b24aed7f6e6aa6bf05bf6476d9,230,"{""app_users"": 136, ""store_customers"": 94}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
last_name,P***,0227faf940d0d823641bd9bb331b8bbaea8019dc59d2bc0d788866760df5c738,230,"{""app_users"": 126, ""store_customers"": 104}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
last_name,L***,29464e32457bc34d7e0361546844598abb0e2957a0800ca0233deeb7b0c16b17,230,"{""app_users"": 135, ""store_customers"": 95}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
last_name,G***,35cb7b8d4e8635ed204c47efab0a55f77709c85280435fef3622c84537b83bf7,230,"{""app_users"": 148, ""store_customers"": 82}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
last_name,T***,e0374b9275c590158653ab42de9040a1d5761040adbb1bdfc411066123ee4813,230,"{""app_users"": 122, ""store_customers"": 108}",2,worthless,Observed on 230 physical records; strict Rule 2 threshold is greater than 40.,trim only,230,26335
first_name,F***,0019d4945ec66d3b4b6e35d8b302e1ac3991d1de561728f0c5244dd719b9e0df,229,"{""app_users"": 140, ""store_customers"": 89}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
first_name,Q***,7097c21721965af8616f3ceb8edfd4d14b1001b10002730ec5214fc711eb0fc3,229,"{""app_users"": 132, ""store_customers"": 97}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
first_name,N***,7c73bdaeaf97bc368ae9bd3b3486a95b1bcb4209a64927202e1ee702467a88fa,229,"{""app_users"": 127, ""store_customers"": 102}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
first_name,D***,985918c8b2bd16a56248eaf25aaaf261c6203d304864a51d53107ef85bdc3732,229,"{""app_users"": 117, ""store_customers"": 112}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
first_name,V***,a4765b78b4abb08533f137a156134794c3d26e1308c386cae71b10f225bdaeb3,229,"{""app_users"": 128, ""store_customers"": 101}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
last_name,L***,70b74eed8824800254d57fd539480a46b77bca66c999e26439d9e487b46b401a,229,"{""app_users"": 149, ""store_customers"": 80}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
last_name,R***,935820ff681b2dc8072413c908d91c46b1f3938993cfb623b2c4bde7f2179ad1,229,"{""app_users"": 131, ""store_customers"": 98}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
last_name,W***,b0db26d42e8de7598263ce9bac623a3731a01f7b62c39566aa11e1a30f255429,229,"{""app_users"": 133, ""store_customers"": 96}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
last_name,P***,c8a90ec98833dbd4316edbb4cb9506708b7628f1b3624ece9da10d1917b4f462,229,"{""app_users"": 134, ""store_customers"": 95}",2,worthless,Observed on 229 physical records; strict Rule 2 threshold is greater than 40.,trim only,229,26106
first_name,T***,12b972a4707da905e5a9ebe24e7e6bd805eb645b21d251baaf96f7b5ebe29eb6,228,"{""app_users"": 128, ""store_customers"": 100}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
first_name,N***,3c536ab234780d3dcf0aa247a9e35c2d54f42842065fcf7cdd67f52ae457cc6a,228,"{""app_users"": 150, ""store_customers"": 78}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
first_name,S***,68c1b2372246d05d9dfbea2de1c1c1683afedc6051f2c4b965023307e946dacd,228,"{""app_users"": 145, ""store_customers"": 83}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
first_name,P***,c2f04173b1f319d2fe4a7e06a084e31154c9018472b6e8a7d059d0e73e5682fb,228,"{""app_users"": 117, ""store_customers"": 111}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
first_name,P***,f07aea78b7a364673d986fd4e7b05de996c310201724ec850d275f2256f9524f,228,"{""app_users"": 132, ""store_customers"": 96}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
first_name,W***,fed11b978f8daf6ef32bc75d810c0148847b6871b2d40319bd68cdb81d643541,228,"{""app_users"": 116, ""store_customers"": 112}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
last_name,N***,45cabf3d7b147af2d278e7b605b49abdaaffb51af8922329758a2d7be89fb4c5,228,"{""app_users"": 134, ""store_customers"": 94}",2,worthless,Observed on 228 physical records; strict Rule 2 threshold is greater than 40.,trim only,228,25878
